Id,Name,Beer Full Name,Style,Brewery,Description,ABV,Min IBU,Max IBU,Rating,User Rating,User Comment
2324,Six (#6),Upright Brewing Company Six (#6),Rye Beer,Upright Brewing Company,"""Six is a dark rye beer with layered flavors including chocolate, caramel, pepper, wood, cherry and tropical fruit. It starts semi-dry and smooth and finishes fully dry and tart with a small bite from the hops. The overall balance of the Six makes it easy to pair with richly prepared meats along with many harder cheeses.""Malts: organic pale, caramel, rye, blackUnmalted: rolled ryeHops: magnum, tettnanger",6.7,10,80,3.970588,,
2325,Rye P.A. Hatter,New Holland Brewing Company Rye P.A. Hatter,Rye Beer,New Holland Brewing Company,,6.5,10,80,3.766129,,
2326,Daymark,Rising Tide Brewing Company Daymark,Rye Beer,Rising Tide Brewing Company,"Chart a new course with Daymark as your guide. We start with a classic, clean and crisp American pale ale brewed with spicy Columbus and Centennial hops. Then we accent the grain bill with rye grown on small local family farms right here in Maine and malted to our specifications at Valley Malts, an artisanal malt house. Finally we dry hop the finished beer for a bright floral aroma.",5.5,10,80,4.055556,,
2327,Permagrin,Lawson's Finest Liquids Permagrin Rye Pale Ale,Rye Beer,Lawson's Finest Liquids,"This special brew incorporates malted rye in the grain bill lending a spicy character and complex flavors. Generously hopped with Amarillo, Simcoe, Cascade and Centennial. This hoppy pale ale has a sneaky bite that will creep up and leave you smiling!",6.0,10,80,4.178571,,
2328,Westside Rye,Boulevard Brewing Co. Westside Rye,Rye Beer,Boulevard Brewing Co.,,5.2,10,80,4.0,,
2329,Summer Rye,Mayflower Brewing Company Summer Rye,Rye Beer,Mayflower Brewing Company,,3.8,10,80,3.8125,,
2330,Dock Street Rye IPA,Dock Street Brewery & Restaurant Rye IPA,Rye Beer,Dock Street Brewery & Restaurant,"An aggressively hopped American Style India Pale Ale brewed with Columbus, Simcoe and Amarillo hops. The use of 20% rye gives this ale it's trademark dry and spicy character.",6.8,10,80,4.1,,
2331,Salmon Fly Honey Rye,Madison River Brewing Company Salmon Fly Honey Rye,Rye Beer,Madison River Brewing Company,"Madison River Brewing Company presents Salmon Fly Honey Rye. The malted barley used in this unique brew is complimented by the subtle spiciness of rye. Bittering and flavor hop additions help keep this brew extremely balanced. In addition, there is a mild sweetness that dulls any overwhelming rye or hop flavor derived from the pure local Montana honey. These ingredients blend together to create a lighter bodied drinking experience for all kinds of beer drinkers.23 IBU",5.6,10,80,3.295455,,
2332,Rye IPA,Black Market Brewing Co. Rye IPA,Rye Beer,Black Market Brewing Co.,,7.5,10,80,3.7,,
2333,Rye Pale Ale,The Bronx Brewery Pale Ale,Rye Beer,The Bronx Brewery,,6.3,10,80,4.0,,
2334,Bridal Veil Rye Pale Ale,Telluride Brewing Co. Bridal Veil Rye Pale Ale,Rye Beer,Telluride Brewing Co.,,5.5,10,80,4.5,,
2335,Backwoods Bastard,Founders Brewing Company Founders Backwoods Bastard,Scotch Ale / Wee Heavy,Founders Brewing Company,"Expect lovely, warm smells of single malt scotch, oaky bourbon barrels, smoke, sweet caramel and roasted malts, a bit of earthy spice and a scintilla of dark fruit. It’s a kick-back sipper made to excite the palate.",11.2,25,35,3.985784,,
2336,Dirty Bastard,Founders Brewing Company Founders Dirty Bastard,Scotch Ale / Wee Heavy,Founders Brewing Company,"So good it’s almost wrong. Dark ruby in color and brewed with seven varieties of imported malts. Complex in finish, with hints of smoke and peat, paired with a malty richness and a right hook of hop power to give it the bad attitude that a beer named Dirty Bastard has to live up to. Ain’t for the wee lads. Brewed with 7 varieties of malt (varies over the years).50 IBU",8.5,25,35,3.935561,,
2337,Old Chub - Scottish Style Ale,Oskar Blues Grill & Brew Old Chub - Scottish Style Ale,Scotch Ale / Wee Heavy,Oskar Blues Grill & Brew,"From the Oskar Blues website: ""This jaw-dropping Scottish strong ale (8% ABV) is brewed with bodacious amounts of malted barley and specialty grains, and a dash of beechwood-smoked malt.""",8.0,25,35,3.955906,,
2338,Skull Splitter,Orkney Brewery SkullSplitter,Scotch Ale / Wee Heavy,Orkney Brewery,,8.5,25,35,3.965881,,
2339,Scotty Karate Scotch Ale,Dark Horse Brewing Company Dark Horse Scotty Karate Scotch Ale,Scotch Ale / Wee Heavy,Dark Horse Brewing Company,"For those of you who don’t know who “Scotty Karate” is… He is a local one man band who plays an amazing slurry of honky-tonk influenced, punk-country songs. (Check him out at www.scottykaratetime.com) A big bold musician deserves a big bold beer, that's why Scotty and our Scotch Ale are a perfect tribute to one another. Scotty Karate is brewed with cherry wood smoked malt instead of the traditional peat smoked malt offering up warming notes of coffee, caramel and sweet caramelized brown sugar. Scotty finishes earthy giving this beer a character all it's own, just like the man himself.",9.75,25,35,3.889706,,
2340,Claymore,Great Divide Brewing Company Claymore Scotch Ale,Scotch Ale / Wee Heavy,Great Divide Brewing Company,"Named for a medieval Scottish sword, Claymore Scotch Ale is our tribute to the legendary “Wee Heavy” beers of Scotland. This malty, deep-ruby beauty features lots of caramel sweetness, a reserved hop profile, and a subtle warming character. Unlike its namesake, this beer only requires one hand, but it’ll still make you feel like nobility.",7.7,25,35,3.902913,,
2341,Rum Cask Oak Aged Beer,Innis & Gunn Rum Cask Oak Aged Beer,Scotch Ale / Wee Heavy,Innis & Gunn,,6.8,25,35,3.565574,,
2342,Wee Heavy,AleSmith Brewing Company AleSmith Wee Heavy,Scotch Ale / Wee Heavy,AleSmith Brewing Company,"A classic Scotch Ale. Scotch ales are typically sweet and malty, with a very subdued dose of hops– just enough to provide balance. AleSmith Wee Heavy is a wonderful interpretation of this traditional Scotch style.",10.0,25,35,4.094972,,
2343,Traquair House Ale,Traquair House Brewery Lld Traquair House Ale,Scotch Ale / Wee Heavy,Traquair House Brewery Lld,,7.2,25,35,4.140187,,
2344,Samuel Adams Scotch AleBoston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams) Samuel Adams Scotch Ale,Scotch Ale / Wee Heavy,Boston Beer Company (Samuel Adams),,5.4,25,35,3.829268,,
2345,Wee Heavy,Belhaven Brewery Company Ltd. Wee Heavy,Scotch Ale / Wee Heavy,Belhaven Brewery Company Ltd.,,6.5,25,35,4.060579,,
2346,Traquair Jacobite,Traquair House Brewery Lld Traquair Jacobite,Scotch Ale / Wee Heavy,Traquair House Brewery Lld,"Traquair Jacobite Ale is a Scotch ale with an ancient ingredient, coriander: rich, deep flavors are accented by exotic coriander aroma. Traquair House Brewery, located within Scotland's oldest inhabited house, uses a 1738 copper kettle and oak fermenters to produce this fine ale, first brewed in 1995 to commemorate the Jacobite Revolution.",8.0,25,35,4.072511,,
2347,Kilt Lifter Scotch Ale,Moylan's Brewery Kilt Lifter Scotch Ale,Scotch Ale / Wee Heavy,Moylan's Brewery,,8.0,25,35,3.707756,,
2348,Big Sound,Cigar City Brewing Big Sound Scotch Ale,Scotch Ale / Wee Heavy,Cigar City Brewing,"Big Sound Scotch Ale is dedicated to our good buddy Gino, the most Punk Rock Bagpiper you will ever meet, and the rest of the men and women of the Tampa Bay Pipes and Drums. Brown in color, Big Sound has huge notes of dark sweet toffee with underlying mild notes of coffee in the aroma. The flavor starts with a slight note of cherry and then opens into a goliath of malt character with notes of dark sweet toffee, coffee and mild notes of toasted bread in the finish. Big Sound Scotch Ale pairs well with Haggis, Highland Games, Huge Heads, Enormous pillows and of course Bagpipe Music.40 IBU",8.5,25,35,4.12,,
2349,Samuel Adams Wee Heavy (Imperial Series)Boston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams) Samuel Adams Wee Heavy (Imperial Series),Scotch Ale / Wee Heavy,Boston Beer Company (Samuel Adams),,10.0,25,35,3.705128,,
2350,Jinx,Magic Hat Brewing Company Jinx,Scotch Ale / Wee Heavy,Magic Hat Brewing Company,"It’s OK to be a Wee Heavy. Much has been made of the ills of smoking. Jinx thinks there’s nothing wrong with it. For years, he stood strong with his peat-smoked whiskey malt mash. He held his head high when others made fun of his wee heavy physique, becoming a mainstay in Magic Hat’s Night of the Living Dead Variety 12-Pak. People said he’d never attain an Original Gravity above 15.1 degrees Plato or an ABV above 6%. He proved them wrong. Take Magic Hat into the next alellenium. Vote Jinx.23 IBU",6.3,25,35,3.788828,,
2351,Équinoxe Du Printemps,Brasserie Dieu Du Ciel Équinoxe Du Printemps,Scotch Ale / Wee Heavy,Brasserie Dieu Du Ciel,"Équinoxe du Printemps (French for ""spring equinox"") is the quintessential marriage of two great traditions: beer brewing in Scotland, and maple syrup production in Quebec. At the first draught, the mouth is overcome by woody, malty flavours, sustained by a discrete touch of sweetness. The aftertaste brings about the flavours of maple, which are sufficiently present to be appreciated, but never overwhelming the typical flavours of a Scotch Ale. Equinoxe du printemps is brewed only once a year in January. It is aged for two months in order to attain a perfect balance in taste. Then, it is sold starting March 21st, until stocks last.The Equinoxe du printemps was born in our Montreal brewpub in February 1999.",9.5,25,35,3.738889,,
2352,Smuttynose Scotch Style Ale (Big Beer Series),Smuttynose Brewing Company Smuttynose Scotch Style Ale (Big Beer Series),Scotch Ale / Wee Heavy,Smuttynose Brewing Company,"Our Scotch Ale is a bold amber beer that balances smooth rich sweetness with a hint of peat smoked malt. The infusion of this subtle smokiness invites images of heather fields, platters of haggis, & the poetry of William McGonagall. Enjoy one with your mates!2007 - 8.2%2008 - 7.1%2013 - 8.0%",8.2,25,35,3.969298,,
2353,Wee Heavy Scotch Style Ale,The Duck-Rabbit Craft Brewery Duck-Rabbit Wee Heavy Scotch Style Ale,Scotch Ale / Wee Heavy,The Duck-Rabbit Craft Brewery,"The Duck-Rabbit’s Scotch Ale is a full-bodied, deep copper-colored treasure. Bold and malty, this beer’s sweetness comes from a massive quantity of grain complemented by some serious kettle carmelization. The flavor is rounded out by a warming alcohol sensation.",8.0,25,35,3.773764,,
2354,Scotch De Silly,Brasserie de Silly S.A. Scotch Silly,Scotch Ale / Wee Heavy,Brasserie de Silly S.A.,,8.0,25,35,3.502646,,
2355,Wee Heavy - Barrel-Aged,AleSmith Brewing Company AleSmith Wee Heavy - Barrel Aged,Scotch Ale / Wee Heavy,AleSmith Brewing Company,,9.5,25,35,4.168675,,
2356,Warped Speed Scotch Ale,Lake Louie Brewery Company Lake Louie Warped Speed Scotch Ale,Scotch Ale / Wee Heavy,Lake Louie Brewery Company,,7.2,25,35,4.02649,,
2357,Drafty Kilt Scotch Ale,Monday Night Brewing Drafty Kilt Scotch Ale,Scotch Ale / Wee Heavy,Monday Night Brewing,"A roasty scotch ale with a hint of smoke. Full-bodied, but not overpowering. Smokey, but not in a creepy bar kind of way. Sweet, but not obnoxiously so. Sound like your ideal mother-in-law? Fair enough, but it also is a pretty dead-on description of our Scotch Ale. In a difficult hop-growing climate, Scottish brewers relied on other ingredients to impart flavor and bitterness – one such ingredient was smoked malt. Drafty Kilt is a dark, malty bombshell of a beer.",7.2,25,35,4.125,,
2358,Iron Thistle,Rahr & Sons Brewing Company Iron Thistle,Scotch Ale / Wee Heavy,Rahr & Sons Brewing Company,"SCOTTISH STYLE ALEAvailable : February ReleaseBreak out the bagpipes with your lederhosen! We’re proud to present our Iron Thistle Scotch Ale – Rahr’s first National Grand Champion winner. This dark, Scottish ale has a bold taste dominated by a smooth, sweet maltiness balanced with a low, hoppy bitterness. So don your kilts and enjoy. Here’s to your health – Slàinte! Prosit!IBU35HOP VARIETIESWarriorMALTS2 Row, Vienna, Crystal, Chocolate, Carafa Special II",7.0,25,35,3.986486,,
2359,Wet Willy Scotch Ale,New England Brewing Co. Wet Willy Scotch Ale,Scotch Ale / Wee Heavy,New England Brewing Co.,,10.0,25,35,3.892857,,
2360,Sheep Shagger Scotch Ale,Tyranena Brewing Company Sheep Shagger Scotch Ale,Scotch Ale / Wee Heavy,Tyranena Brewing Company,,7.5,25,35,4.161972,,
2361,Wee Heavy-er Scotch Style Ale,French Broad Brewing Co. Wee Heavy-er Scotch Style Ale,Scotch Ale / Wee Heavy,French Broad Brewing Co.,,7.0,25,35,3.576531,,
2362,Ol' Red Cease & Desist Wee Heavy Ale,Erie Brewing Co. Ol' Red Cease And Desist,Scotch Ale / Wee Heavy,Erie Brewing Co.,,10.1,25,35,3.384259,,
2363,Shaggin' In The Wood,Tyranena Brewing Company Shaggin' In The Wood,Scotch Ale / Wee Heavy,Tyranena Brewing Company,,7.55,25,35,3.994505,,
2364,Maple Scotch-Style Ale,Sierra Nevada Brewing Co. Sierra Nevada Scotch Ale,Scotch Ale / Wee Heavy,Sierra Nevada Brewing Co.,,7.3,25,35,3.909091,,
2365,Heavy Horse Scotch Ale,Big Sky Brewing Company Heavy Horse Scotch Ale,Scotch Ale / Wee Heavy,Big Sky Brewing Company,,6.7,25,35,3.716667,,
2366,Scotch Ale,Sprecher Brewing Company Pipers Scotch-Style Ale,Scotch Ale / Wee Heavy,Sprecher Brewing Company,"A hearty red-brown “Wee Heavy,” Scotch Ale has all the smokey sweet complex malt goodness you could wish for. Peated, caramel and lightly toasted malts brewed just right give you a smooth beer with a delicate hop finish and creamy head.",8.0,25,35,3.584906,,
2367,Bancreagie Peated Scotch Ale,Brau Brothers Brewing Co. LLC Bancreagie Peated Scotch Ale,Scotch Ale / Wee Heavy,Brau Brothers Brewing Co. LLC,,7.6,25,35,3.83871,,
2368,Louie's Reserve Scotch Ale,Lake Louie Brewery Company Louie's Reserve Scotch Ale,Scotch Ale / Wee Heavy,Lake Louie Brewery Company,Released annually in August,10.0,25,35,4.166667,,
2369,Outta Kilter,Hoppin' Frog Brewery Outta Kilter,Scotch Ale / Wee Heavy,Hoppin' Frog Brewery,,8.2,25,35,3.724638,,
2370,Robert The Bruce,Three Floyds Brewing Co. & Brewpub Robert The Bruce Scottish Ale,Scottish Ale,Three Floyds Brewing Co. & Brewpub,A full-bodied Scottish-style Ale with a well-rounded malty profile and roasted biscuit-like notes.24 IBU,6.5,9,25,3.910588,,
2371,Scottish Ale,Belhaven Brewery Company Ltd. Belhaven Scottish Ale,Scottish Ale,Belhaven Brewery Company Ltd.,"Our signature Scottish Ale is the beer we've brewed the longest and is our best-selling bottle world-wide. We brew it from 100% Scottish Optic and Crystal barley malts for a nutty, biscuit character, balanced with a subtle spiciness from Challenger and Goldings hops for an all-around satisfying beer. George Howell - Master Brewer, Belhaven",5.2,9,25,3.90681,,
2372,90 Shilling,Odell Brewing Company Oak Aged 90 Shilling,Scottish Ale,Odell Brewing Company,"We introduced 90 Shilling, our flagship beer, at our opening party in 1989. For a while, we'd been wondering what would happen if we lightened up the traditional Scottish ale? The result is an irresistibly smooth and delicious medium-bodied amber ale.",5.3,9,25,4.25,,
2373,Original Oak Aged Beer,Innis & Gunn Innis And Gunn Oak Aged Beer,Scottish Ale,Innis & Gunn,"This is our firstborn brew, whose accidental discovery started our story in 2003. Its originality also lies in its singular taste – notes of biscuity malt and vanilla swirling within a creamy, mellow character. A pioneering beer, its flavour finds favour with brewing juries, blind tasting panels and barflies alike.",6.6,9,25,3.707895,,
2374,Winter Ale,Brooklyn Brewery Brooklyn Winter Ale,Scottish Ale,Brooklyn Brewery,"Brooklyn completely changed the recipe in 2006. Its now a Scottish-style ale. Brewmaster Garrett Oliver explained to us that: There are no spices at all. Good British floor malts and hops along with our yeast strain account for all the flavors. It has a Scottish-style cooler fermentation, which pushes malt to the forefront rather than fruitiness. It was brewed with Scottish Floor-malted Maris Otter, English crystal malts, Belgian Aromatic malt, American roasted malts, American oats and hopped with Willamette.",6.1,9,25,3.771951,,
2375,Kilt Lifter Scottish Style Ale,Four Peaks Brewing Company Kilt Lifter Scottish Style Ale,Scottish Ale,Four Peaks Brewing Company,"Kilt Lifter is our award-winning flagship brew, crafted in the tradition and honor of the great strong ales of Scotland. Take one sip and you’ll swear it had been brewed by men in kilts—and maybe it was. It’s a full-bodied ale with pronounced flavors of caramel and roasted barley. Notice its amber color, malty sweetness and a hint of smokiness with a clean dry finish? That’s a true Scottish-style ale.",6.0,9,25,3.762069,,
2376,Railbender Ale,Erie Brewing Co. Railbender Ale,Scottish Ale,Erie Brewing Co.,"Erie Brewing Company flagship beer features a deep malt flavor, caramel sweetness lingering in a soft hop flavor. Dark Amber.",6.8,9,25,3.664983,,
2377,Hibernator,Long Trail Brewing Co. Hibernator,Scottish Ale,Long Trail Brewing Co.,"A Vermont classic returns in 2017! Built to take the bite from a cold winter night, Hibernator features a rich malt base highlighted by warming notes of caramel and toffee. Don't sleep on this rich, robust winter brew. Last year we awoke the bears with a limited run of cans offered at our brewery in Bridgewater Corners. In 2017, we're culminating a year of throwing it back to our roots, by sending Hibernator out for a full run of distribution in 6pks and 12pks of 12 ounce bottles and on draught. Keep your eyes out for it as the weather cools down!32 IBU",6.0,9,25,3.79668,,
2378,Wee Mac,Sun King Brewing Company Wee Mac Brown,Scottish Ale,Sun King Brewing Company,"Wee Mac Scottish-style Ale is an enticing and malty brown ale with caramel, cocoa, and hazelnut character balanced with toffee undertones.23 IBU",5.3,9,25,3.666667,,
2379,Dark Island,Orkney Brewery Dark Island,Scottish Ale,Orkney Brewery,,4.6,9,25,3.948598,,
2380,Piper Down,Ballast Point Brewing Company Pepper Piper Down (Habanero),Scottish Ale,Ballast Point Brewing Company,,5.8,9,25,3.375,,
2381,St. Andrew's Ale,Belhaven Brewery Company Ltd. St. Andrew's Ale,Scottish Ale,Belhaven Brewery Company Ltd.,,4.6,9,25,3.985477,,
2382,Jolly Scot Scottish Ale,Appalachian Brewing Company Jolly Scot Scottish Ale,Scottish Ale,Appalachian Brewing Company,,5.2,9,25,3.718254,,
2383,Laughing Lab Scottish-Style Ale,Bristol Brewing Company Laughing Lab Scottish-Style Ale,Scottish Ale,Bristol Brewing Company,"Laughing Lab is our most popular brew among beer drinkers and beer judges alike, with nine medals to its name since 1994 at the Great American Beer Festival alone. The Lab has a complex maltiness that comes from a careful blend of specialty malts. Its nutty, roasted flavor is mildly sweet, but not too rich. Smooth and luscious!",5.3,9,25,3.77381,,
2384,Red MacGregor,Orkney Brewery The Red MacGregor,Scottish Ale,Orkney Brewery,"Red MacGregor is a mighty beer indeed, it has a wonderfully complex aroma of fruity hop zest and spiciness with rich malts. Initial toasted and caramel malt, then mouth-watering citrus hop fruits, giving way to a clean dry refreshing robust hop bitterness.One of the first beers in the UK that expressively used the citrusy American hop Cascade and as a result became a forerunner to Britain’s new wave of craft beers and was also the first Scottish beer to win the BIIA World Cask Beer Gold Medal.",4.0,9,25,3.947826,,
2385,Twisted Kilt Scotch Ale,Thirsty Dog Brewing Company Twisted Kilt Scotch Ale,Scottish Ale,Thirsty Dog Brewing Company,,4.8,9,25,3.882979,,
2386,Burning Skye Scottish Style Ale,Empyrean Brewing Company Burning Skye Scottish Ale,Scottish Ale,Empyrean Brewing Company,"Brewed in the tradition of Scotland's malty-sweet beers. Sweet and smooth with a wee hint of smoked character. Brewed with American, English & German grown barley and American hops.13 IBU",5.3,9,25,3.575758,,
2387,Blackfriar,"Inveralmond Brewery Ltd., The Blackfriar",Scottish Ale,"Inveralmond Brewery Ltd., The",,7.0,9,25,3.904348,,
2388,Stone's Throw Scottish Ale,Fargo Brewing Company Stone's Throw Scottish Ale,Scottish Ale,Fargo Brewing Company,"Stone’s Throw is dark, complex, and smooth. It is very approachable for those new to craft beer, satisfy serious veterans. The aroma hints of toasted breadcrumbs, caramel, and dried fruits. The flavor is dominated by caramel toffee, toasty malt, hints of cocoa, honey sweetness.19 IBU",4.5,9,25,3.75,,
2389,Dark Island Reserve,Orkney Brewery Dark Island Reserve,Scottish Ale,Orkney Brewery,,10.0,9,25,3.848837,,
2390,Caledonian 80/-,The Caledonian Brewing Company Caledonian 80/-,Scottish Ale,The Caledonian Brewing Company,,4.1,9,25,3.863636,,
2391,MacPelican's Scottish Style Ale,Pelican Pub & Brewery MacPelican's Scottish Style Ale,Scottish Ale,Pelican Pub & Brewery,13 degrees PlatoAlcohol: 5.0% by volumeBitterness: 17 IBUColor: Copper,5.0,9,25,3.666667,,
2392,Lia Fail,"Inveralmond Brewery Ltd., The Lia Fail",Scottish Ale,"Inveralmond Brewery Ltd., The",,4.7,9,25,3.827381,,
2393,Scottish Ale,Gritty McDuff's Brewing Company Gritty McDuff's Scottish Ale,Scottish Ale,Gritty McDuff's Brewing Company,"It takes a brave beer to stand up to a Maine winter. Gritty McDuff 's Scottish Ale is returns every January to help you weather the season. Scottish Style Ale is our interpretation of the robust brews native to Scotland. Generous quantities of Pale malt along with Munich and Caramalts give this ale a deep and complex profile. Scottish Style Ale is just a shade darker than our Bitter, with a rich, slightly sweet first impression on the palate that rounds out to a satisfying maltiness and a medium-dry hop finish. At 6.3% ABV it's hearty but not overwhelming. Sure to please the Braveheart in all of us.25 IBU",6.3,9,25,3.622093,,
2394,Black Douglas Ale,Broughton Ales Ltd Black Douglas Ale,Scottish Ale,Broughton Ales Ltd,,5.2,9,25,4.0,,
2395,Olde Ore Dock Scottish Ale,Keweenaw Brewing Company Olde Ore Dock Scottish Ale,Scottish Ale,Keweenaw Brewing Company,,5.0,9,25,3.307692,,
2396,Piper Down - Bourbon Barrel-Aged,Ballast Point Brewing Company Piper Down Scottish Ale (Bourbon Barrel Aged),Scottish Ale,Ballast Point Brewing Company,,5.9,9,25,4.088235,,
2397,80/- (Eighty Shilling),Williams Brothers Brewing Company 80/- (Eighty Shilling),Scottish Ale,Williams Brothers Brewing Company,,4.2,9,25,3.970588,,
2398,Scottish Ale,Fearless Brewing Company Scottish Ale,Scottish Ale,Fearless Brewing Company,,5.3,9,25,3.571429,,
2399,Hog's Head Brew (Harry Potter),Florida Beer Company Hog's Head Brew (Harry Potter),Scottish Ale,Florida Beer Company,,5.5,9,25,3.8,,
2400,Java Mac,Sun King Brewing Company Java Mac,Scottish Ale,Sun King Brewing Company,Java Mac is the coffee infused version of our Wee Mac Scottish-Style Ale. Locally roasted coffee from Bee Roasters harmonizes with the base beer's hazelnut character and toffee undertones to create a vibrant symphony of rich coffee flavor.Java Mac was the winner of the Gold Medal in the Coffee Beer category at the 2011 Great American Beer Festival.,5.4,9,25,3.375,,
2401,Bold Coast Pemaquid Ale,Sheepscot Valley Brewing Company Pemaquid Ale,Scottish Ale,Sheepscot Valley Brewing Company,A full-bodied Scottish Ale with a hoppy finish.,4.05,9,25,3.76,,
2402,Beltaine Scottish Ale,Shoreline Brewery And Restaurant Beltaine Scottish Ale,Scottish Ale,Shoreline Brewery And Restaurant,,4.7,9,25,4.0,,
2403,Skye Black,Isle Of Skye Brewery Black Cuillin,Scottish Ale,Isle Of Skye Brewery,Brewed with oats and heather honey.,4.5,9,25,3.882353,,
2404,Fore Smoked Stout,Dark Horse Brewing Company Dark Horse Fore Smoked Stout,Smoked Beer,Dark Horse Brewing Company,"Number four in our stout series, this beer is brewed with all malted barley and hardwood smoked malt. Aromas of smoked chocolate and coffee leave way to a full-bodied stout with a smokey finish. Fore is a house favorite among our brewers.22 IBU",7.0,20,30,3.916667,,
2405,Sue,Yazoo Brewing Company Sue,Smoked Beer,Yazoo Brewing Company,"The south is famous for smoking everything. Why not beer? Sue is a big, rich, smoky malt bomb of a beer, with mellow smokiness coming from barley malts smoked with cherry wood, and assertive bitterness from Galena and Perle hops to cleanse the finish.Original tap version was 7.5% ABV, bottled version is up to 9%.",9.0,20,30,4.130597,,
2406,Smoking Wood - Bourbon Barrel-Aged,The Bruery Smoking Wood Rye Barrel Aged,Smoked Beer,The Bruery,2014 Vintage is 14% ABV,13.0,20,30,4.083333,,
2407,Ashtray Heart,Evil Twin Brewing Evil Twin Ashtray Heart,Smoked Beer,Evil Twin Brewing,"Brewed at De Molen, the Netherlands..",8.9,20,30,3.666667,,
2408,Norwegian Wood,HaandBryggeriet Norwegian Wood,Smoked Beer,HaandBryggeriet,"Brewed with smoked malt, munich malt, crystal and chocolate malt, and spiced with juniper twigs and berries.",6.5,20,30,3.841837,,
2409,Sunturnbrew,Nøgne Ø - Det Kompromissløse Bryggeri A/S Sunturnbrew,Smoked Beer,Nøgne Ø - Det Kompromissløse Bryggeri A/S,"Brewed at the solstice each year since 2008.This smoked barely wine is brewed with 30% smoked malt and 20% rye.26° Plato, 50 IBU,",11.0,20,30,3.873494,,
2410,Charkoota Rye,New Holland Brewing Company Charkoota Rye,Smoked Beer,New Holland Brewing Company,"Charkoota Rye - Smoked Doppelbock LagerCharkoota Rye is a Smoked Rye Dopplebock. Charkoota Rye's malty backbone is derived from a blend of rye and four other malts, including malted barley smoked over cherry wood by our very own brewers, John and Jeff.Its smoke-forward body is balanced with tones of deep mollasses and caramel, with a crisp, clean lager finish. 19° Plato, Alc. 7.75% by Vol.",7.79,20,30,3.540909,,
2411,Holger Danske (with Kissmeyer),Hill Farmstead Brewery Holger Danske,Smoked Beer,Hill Farmstead Brewery,Smoked Brown Ale,7.5,20,30,4.266667,,
2412,Hemel & Aarde,Brouwerij De Molen Hemel & Aarde,Smoked Beer,Brouwerij De Molen,"Hemel & Aarde is brewed with the most heavily peated malts we could find. Not for the fainthearted. This powerful brew overwhelms you with smoke, chocolate and coffee. Flavour indication: smoke, chocolate, coffee Translates as Heaven & Earth",10.0,20,30,4.125,,
2413,Bar Fly,Midnight Sun Brewing Co. Bar Fly,Smoked Beer,Midnight Sun Brewing Co.,"Smoked Imperial Stout brewed with smoked malt, molasses, brown sugar and aged in Bourbon barrels.Somber and smoky, BARFLY saunters into the room slowly. Thick smoke. Cool swagger. Good wood. Too much brass. Sticky leather. Slow glances. Lingering looks. The only thing that didn’t make the glass was maraschino cherry. Bring your own and wear out your welcome.Malt: Smoked maltOther: Molasses and brown sugarIBU: 45",11.6,20,30,4.444444,,
2414,Hank On Rye,Three Floyds Brewing Co. & Brewpub Ham On Rye,Smoked Beer,Three Floyds Brewing Co. & Brewpub,"This beer, created in honor of Henry Chinaski, was a collaboration between Three Floyds and Jonathan Cutler of Piece Brewery. Its delicate, spicy, smoked character is derived from a portion of smoked and rye malts. Formerly known as Ham On Rye.",6.0,20,30,3.795918,,
2415,Grodziskie,Professor Fritz Briem Professor Fritz Briem Grodziskie,Smoked Beer,Professor Fritz Briem,"Grodziskie or Grätzer is a Sour Smoked Wheat Ale that was brewed in the 1900s in East Prussia and dates back to as early as the 15th century. It was named after the Polish town of Grodzisk Wielkopolski or Grätz in German.Our historic version is brewed according to the German Purity Law with air-dried barley & beech smoked wheat malt and hopped with Perle & Saaz.A sour mash is created using the old and forgotten technique called ""Digerieren."" Finally, a three month aging & maturation process creates a complex sour, smoky & heavily hoppy wheat ale.",4.0,20,30,3.8,,
2416,"Bloed, Zweet & Tranen","Brouwerij De Molen Bloed, Zweet & Tranen",Smoked Beer,Brouwerij De Molen,"Smoked Stout. A combination of English peat smoked malts and another smoked malt from Bamberg, Germany.",8.4,20,30,3.772727,,
2417,LA-31 Boucanèe,Bayou Teche Brewery LA-31 Boucanèe,Smoked Beer,Bayou Teche Brewery,LA-31 Boucanèe is our acknowledgment of the importance of the wild cherry tree to south Louisiana. Using cherry-wood smoked wheat we craft a surprisingly delicious and unique ale.,4.5,20,30,3.133333,,
2418,Rook & Vuur,Brouwerij De Molen Rook & Vuur,Smoked Beer,Brouwerij De Molen,Premiant hop & Saaz as late hop.,8.2,20,30,3.8125,,
2419,Charbonniere,Brasserie Dieu Du Ciel Charbonniere,Smoked Beer,Brasserie Dieu Du Ciel,"Inspired by the German Rauchbier – smoked beers from the Bamberg region – Charbonnière is a dark amber beer with a distinctly smokey aroma, obtained by the use of wood-smoked malt during the brewing process. It is sustained by a slightly sweet malt backbone, permitting the smoked malt to express itself freely with every sip.",5.4,20,30,3.797619,,
